SampleID	Experiment	Farm	Year	farm_number	section	row	block	section_block	farm_block	year_farm_block	farm_section_block	year_farm_section_block	farm_section_block_treatment	year_farm_section_block_treatment	Sample_type	DNA	DNA_sample_label	DNA_sample_name	DNA_seq_number	DNA_plate_number	DNA_col	DNA_row	Tissue	DNA_control	Treatment	Seed_source	Disinfection	Inoculation	plot_level	soil_moisture_at_planting	plants_at_planting	approx_plants_at_harvest	cob weight grams	cob_weight_g_plot_avg	max_cob_weight_plot	is_disease_score	seed_weight_g_plot	seed_weight_g_block	lb_seeds_plot	lb_seeds_block	cob_count_wk12	cob_count	cobs_per_plant	seeds_per_cob_g	Seeds_per_plant	disease	disease_plot_avg	Height	Height_avg	copies_ITS_all	copies_Fus_all	copies_Fverti_all	copies_Fum_all	perc_Fus_ITS	perc_Fvert_Fus	perc_Fum_Fus	log_copies_ITS_all	log_copies_Fus_all	log_copies_Fverti_all	log_copies_Fum_all
Sample162	1	PC	2014	2	1	1	3	1.3	2.3	2014.2.3	PC.1.3	2014.PC.1.3	2.1.3.3	2014.2.1.3.3	Seed	1		PC.14.SDH.1.3.3	162	2	9	B	Seed	0	3	4	0	1	1		16	15		72.8333333333	106	1	711		1.5660792952			12	0.8	59.25	47.4	0.8303780709	0.8303780709			34600.845721465	87.8471605584	68.0579018208	1.8278685615	0.2538873219	77.4730809604	2.0807372144	4.5390992654	1.9486435529	1.8392133791	0.4514592197
Sample166	1	PC	2014	2	1	1	3	1.3	2.3	2014.2.3	PC.1.3	2014.PC.1.3	2.1.3.4	2014.2.1.3.4	Seed	1		PC.14.SDH.1.3.4	166	2	9	F	Seed	0	4	4	1	1	1		16	15		79.4375	110.29	1	516.63		1.1379515419			8	0.5333333333	64.57875	34.442	0.5281265102	0.5281265102			40327.6103564345	591.8485073736	627.698532144	17.1780212109	1.4676012343	106.0572974881	2.9024355045	4.6056132573	2.7729437308	2.7984424464	1.2595466058
Sample170	1	PC	2014	2	1	1	4	1.4	2.4	2014.2.4	PC.1.4	2014.PC.1.4	2.1.4.1	2014.2.1.4.1	Seed	1		PC.14.SDH.1.4.1	170	2	10	B	Seed	0	1	4	0	0	1		16	15		62.4444444444	111	1	448		0.986784141			9	0.6	49.7777777778	29.8666666667	0.6656582813	0.6656582813			31115.6678312079	2.5294326336	1.4665267776	0	0.0081291285	57.9784872749	0	4.4929930838	0.5477048969	0.3920858347	0
Sample174	1	PC	2014	2	1	1	4	1.4	2.4	2014.2.4	PC.1.4	2014.PC.1.4	2.1.4.2	2014.2.1.4.2	Seed	1		PC.14.SDH.1.4.2	174	2	10	F	Seed	0	2	4	1	0	1		16	15		40.3333333333	73	1	262		0.577092511			9	0.6	29.1111111111	17.4666666667	0.7084410716	0.7084410716			47967.2855104374	2195.4990595464	0	56.711300533	4.5770758887	0	2.5830710465	4.6809541961	3.3417310217	0	1.7612608613
Sample178	1	PC	2014	2	1	1	4	1.4	2.4	2014.2.4	PC.1.4	2014.PC.1.4	2.1.4.3	2014.2.1.4.3	Seed	1		PC.14.SDH.1.4.3	178	2	11	B	Seed	0	3	4	0	1	1		16	15		53.8	74	1	207		0.4559471366			5	0.3333333333	41.4	13.8	0.7414988187	0.7414988187			33375.2474705978	1019.7308019576	2785.4548404408	0	3.0553505344	273.1558990955	0	4.5234375069	3.0089112204	3.4450520089	0
Sample182	1	PC	2014	2	1	1	4	1.4	2.4	2014.2.4	PC.1.4	2014.PC.1.4	2.1.4.4	2014.2.1.4.4	Seed	1		PC.14.SDH.1.4.4	182	2	11	F	Seed	0	4	4	1	1	1		16	15		59.875	125	1	370		0.8149779736			8	0.5333333333	46.25	24.6666666667	0.73531321	0.73531321			29911.7705272362	22.740122256	0.7533909768	0	0.0760239927	3.3130471697	0	4.4758566393	1.3754829511	0.2438787673	0
Sample136	1	OSU	2014	3	1	6	1	1.1	3.1	2014.3.1	OSU.1.1	2014.OSU.1.1	3.1.1.4	2014.3.1.1.4	Seed	1		OSU.14.SDH.6.1.4	136	2	5	H	Seed	0	4	3	1	1	1		24	22		78.2631578947	149	1	1253		2.7599118943			19	0.8636363636	65.9473684211	56.9545454545	0.6599908329	0.6515372302			26645.8052212234	145.65395166	29.4325140216	0	0.5466299496	20.2071510496	0	4.4256451474	2.1662937697	1.4833378308	0
Sample139	1	OSU	2014	3	1	7	1	1.1	3.1	2014.3.1	OSU.1.1	2014.OSU.1.1	3.1.1.8	2014.3.1.1.8	Seed	1		OSU.14.SDH.7.1.8	139	2	6	C	Seed	0	8	4	1	1	1		24	22		81.0625	125	1	1055		2.3237885463			16	0.7272727273	65.9375	47.9545454545	0.6921341283	0.7074144035			31176.0746312874	62.9567646984	84.89849046	0.1526159651	0.2019393572	134.8520542101	0.2424139262	4.4938353626	1.8058864865	1.9339855318	0.0616846308
Sample151	1	OSU	2014	3	2	10	1	2.1	3.1	2014.3.1	OSU.2.1	2014.OSU.2.1	3.2.1.2	2014.3.2.1.2	Seed	1		OSU.14.SDH.10.1.2	151	2	7	G	Seed	0	2	3	1	0	1		24	22		73.8	147	1	897		1.9757709251			15	0.6818181818	59.8	40.7727272727	0.6250869737	0.6454006071			34292.5925021323	37.5321486144	0	0.0726051599	0.1094468102	0	0.1934479175	4.535212983	1.5858232266	0	0.0304398819
Sample152	1	OSU	2014	3	2	11	1	2.1	3.1	2014.3.1	OSU.2.1	2014.OSU.2.1	3.2.1.6	2014.3.2.1.6	Seed	1		OSU.14.SDH.11.1.6	152	2	7	H	Seed	0	6	4	1	0	1		24	22		71.8333333333	103	1	707		1.5572687225			12	0.5454545455	58.9166666667	32.1363636364	0.7878527722	0.7495498216			32653.3884571614	91.785226272	158.246130216	0	0.2810894385	172.4091519337	0	4.5139415548	1.9674788312	2.2020688875	0
Sample159	1	OSU	2014	3	2	12	1	2.1	3.1	2014.3.1	OSU.2.1	2014.OSU.2.1	3.2.1.1	2014.3.2.1.1	Seed	1		OSU.14.SDH.12.1.1	159	2	8	G	Seed	0	1	3	0	0	1		24	22		62	152	1	789		1.7378854626			15	0.6818181818	52.6	35.8636363636	0.5785070988	0.6022288023			46507.8208045182	3.3093246432	1.9606619064	0	0.0071156304	59.2465870772	0	4.6675353284	0.6344092129	0.4713888158	0
Sample171	1	OSU	2014	3	2	14	1	2.1	3.1	2014.3.1	OSU.2.1	2014.OSU.2.1	3.2.1.7	2014.3.2.1.7	Seed	1		OSU.14.SDH.14.1.7	171	2	10	C	Seed	0	7	4	0	1	1		24	22		81.6252380952	144.45	1	1369.7		3.0169603524			21	0.9545454545	65.2238095238	62.2590909091	0.7321414285	0.7172473561			29732.3050915205	768.7833304344	1371.9398511048	0.0956061925	2.5856835791	178.4559832131	0.0124360387	4.4732431871	2.8863685023	3.1376515111	0.0396544783
Sample180	1	OSU	2014	3	2	15	1	2.1	3.1	2014.3.1	OSU.2.1	2014.OSU.2.1	3.2.1.3	2014.3.2.1.3	Seed	1		OSU.14.SDH.15.1.3	180	2	11	D	Seed	0	3	3	0	1	1		24	22		67.1666666667	120	1	672		1.4801762115			12	0.5454545455	56	30.5454545455	0.5566951146	0.5881286765			41211.3480019212							4.6150273584			
Sample132	1	OSU	2014	3	1	3	2	1.2	3.2	2014.3.2	OSU.1.2	2014.OSU.1.2	3.1.2.4	2014.3.1.2.4	Seed	1		OSU.14.SDH.3.2.4	132	2	5	D	Seed	0	4	3	1	1	1		24	22		81.65	139	1	1368		3.013215859			20	0.9090909091	68.4	62.1818181818	0.6700820741	0.6773823625			32796.8399243165	775.0076052792	254.7396547152	0	2.3630557306	32.8693103113	0	4.5158452419	2.8898659776	2.4077980745	0
Sample140	1	OSU	2014	3	2	9	2	2.2	3.2	2014.3.2	OSU.2.2	2014.OSU.2.2	3.2.2.8	2014.3.2.2.8	Seed	1		OSU.14.SDH.9.2.8	140	2	6	D	Seed	0	8	4	1	1	1		24	22		72.76	111.8	1	831.5		1.8314977974			14	0.6363636364	59.3928571429	37.7954545455	0.7421955174	0.6884755197			32340.3285710029	1478.2774294152	0	0	4.5710031244	0	0	4.5097578566	3.1700496309	0	0
Sample155	1	OSU	2014	3	2	11	2	2.2	3.2	2014.3.2	OSU.2.2	2014.OSU.2.2	3.2.2.6	2014.3.2.2.6	Seed	1		OSU.14.SDH.11.2.6	155	2	8	C	Seed	0	6	4	1	0	1		24	22		67.3125	126	1	887		1.9537444934			16	0.7272727273	55.4375	40.3181818182	0.7794414613	0.7519820982			31934.1225650568	10.1999292024	3.78214212	0	0.0319405338	37.0800820766	0	4.5042685873	1.0492152774	0.6796224787	0
Sample167	1	OSU	2014	3	2	13	2	2.2	3.2	2014.3.2	OSU.2.2	2014.OSU.2.2	3.2.2.3	2014.3.2.2.3	Seed	1		OSU.14.SDH.13.2.3	167	2	9	G	Seed	0	3	3	0	1	1		24	22		70	116	1	596		1.3127753304			11	0.5	54.1818181818	27.0909090909	0.6845088937	0.6535540065			34181.3390710743	28.1679409848	42.0124086192	0	0.0824073654	149.1497324631	0	4.5338017778	1.4649057726	1.633593763	0
Sample172	1	OSU	2014	3	2	14	2	2.2	3.2	2014.3.2	OSU.2.2	2014.OSU.2.2	3.2.2.5	2014.3.2.2.5	Seed	1		OSU.14.SDH.14.2.5	172	2	10	D	Seed	0	5	4	0	0	1		24	22		69.7857142857	123	1	815		1.795154185			14	0.6363636364	58.2142857143	37.0454545455	0.7321612385	0.7072099675			39063.8218569657	187.4427453696	2.8771959048	0	0.4798371907	1.534973199	0	4.5917858482	2.2751794227	0.5885177454	0
Sample127	1	OSU	2014	3	1	2	3	1.3	3.3	2014.3.3	OSU.1.3	2014.OSU.1.3	3.1.3.7	2014.3.1.3.7	Seed	1		OSU.14.SDH.2.3.7	127	2	4	G	Seed	0	7	4	0	1	1		24	22		73.8235294118	137	1	1043		2.2973568282			17	0.7727272727	61.3529411765	47.4090909091	0.6707069993	0.678252882			38343.1616106596	14.0075010912	0	0	0.0365319408	0	0	4.5836992464	1.1763083836	0	0
Sample147	1	OSU	2014	3	2	9	3	2.3	3.3	2014.3.3	OSU.2.3	2014.OSU.2.3	3.2.3.2	2014.3.2.3.2	Seed	1		OSU.14.SDH.9.3.2	147	2	7	C	Seed	0	2	3	1	0	1		24	22		63.1428571429	91	1	345		0.7599118943			7	0.3181818182	49.2857142857	15.6818181818	0.6404026565	0.6684912162			26242.5458498119	4.7112654816	0	0	0.017952776	0	0	4.4190225136	0.7567323483	0	0
Sample160	1	OSU	2014	3	2	12	3	2.3	3.3	2014.3.3	OSU.2.3	2014.OSU.2.3	3.2.3.8	2014.3.2.3.8	Seed	1		OSU.14.SDH.12.3.8	160	2	8	H	Seed	0	8	4	1	1	1		24	22		58.6625	92.17	1	208.59		0.4594493392			4	0.1818181818	52.1475	9.4813636364	0.6186240791	0.687629563			43320.9018585932	11.9104762872	0	0	0.0274936019	0	0	4.6367075142	1.1109422643	0	0
Sample168	1	OSU	2014	3	2	13	3	2.3	3.3	2014.3.3	OSU.2.3	2014.OSU.2.3	3.2.3.6	2014.3.2.3.6	Seed	1		OSU.14.SDH.13.3.6	168	2	9	H	Seed	0	6	4	1	0	1		24	22		68.88	96.29	1	620.48		1.3666960352			11	0.5	56.4072727273	28.2036363636	0.6312282152	0.6605716654			30159.0242101604	6.2549199528	0	0	0.0207397955	0	0	4.4794316858	0.860632625	0	0
Sample175	1	OSU	2014	3	2	14	3	2.3	3.3	2014.3.3	OSU.2.3	2014.OSU.2.3	3.2.3.1	2014.3.2.3.1	Seed	1		OSU.14.SDH.14.3.1	175	2	10	G	Seed	0	1	3	0	0	1		24	22		59.75	91	1	396		0.872246696			8	0.3636363636	49.5	18	0.7101011394	0.7834268048			37358.153591447	1048.6856747112	1745.3330431896	0	2.8071132374	166.4305220599	0	4.5723970283	3.0210592703	3.2421270716	0
Sample183	1	OSU	2014	3	2	15	3	2.3	3.3	2014.3.3	OSU.2.3	2014.OSU.2.3	3.2.3.3	2014.3.2.3.3	Seed	1		OSU.14.SDH.15.3.3	183	2	11	G	Seed	0	3	3	0	1	1		24	22		75.9357142857	146.4	1	856.8		1.8872246696			14	0.6363636364	61.2	38.9454545455	0.7292599585	0.7448403426			36934.7983159195	34.9499099304	54.15465396	0	0.0946259666	154.9493376888	0	4.5674474901	1.5556978066	1.7415821642	0
Sample184	1	OSU	2014	3	2	16	3	2.3	3.3	2014.3.3	OSU.2.3	2014.OSU.2.3	3.2.3.5	2014.3.2.3.5	Seed	1		OSU.14.SDH.16.3.5	184	2	11	H	Seed	0	5	4	0	0	1		24	22		72.375	130	1	501		1.1035242291			8	0.3636363636	62.625	22.7727272727	0.6725040136	0.6664305409			25472.4433203612							4.4060876538			
Sample123	1	OSU	2014	3	1	1	4	1.4	3.4	2014.3.4	OSU.1.4	2014.OSU.1.4	3.1.4.1	2014.3.1.4.1	Seed	1		OSU.14.SDH.1.4.1	123	2	4	C	Seed	0	1	3	0	0	1		24	22		82.4483333333	133.06	1	835		1.8392070485			12	0.5454545455	69.5833333333	37.9545454545	0.717339866	0.7069984669			32672.9820437778	61.009812084	73.673274528	0	0.186728631	120.756435746	0	4.514202066	1.7924604153	1.8731651962	0
Sample128	1	OSU	2014	3	1	2	4	1.4	3.4	2014.3.4	OSU.1.4	2014.OSU.1.4	3.1.4.6	2014.3.1.4.6	Seed	1		OSU.14.SDH.2.4.6	128	2	4	H	Seed	0	6	4	1	0	1		24	22		80.6923076923	133	1	865		1.9052863436			13	0.5909090909	66.5384615385	39.3181818182	0.7268296425	0.7971587381			44778.0399317433	230.8885318296	376.66333734	0	0.5156289382	163.1364426614	0	4.651074778	2.3652792709	2.5771048266	0
Sample135	1	OSU	2014	3	1	5	4	1.4	3.4	2014.3.4	OSU.1.4	2014.OSU.1.4	3.1.4.5	2014.3.1.4.5	Seed	1		OSU.14.SDH.5.4.5	135	2	5	G	Seed	0	5	4	0	0	1		24	22		81.5	124	1	941		2.0726872247			14	0.6363636364	67.2142857143	42.7727272727	0.7594638013	0.7522428475			25594.1845523591	5.1876941688	0	0	0.0202690348	0	0	4.4081582653	0.7915288402	0	0
Sample143	1	OSU	2014	3	1	8	4	1.4	3.4	2014.3.4	OSU.1.4	2014.OSU.1.4	3.1.4.8	2014.3.1.4.8	Seed	1		OSU.14.SDH.8.4.8	143	2	6	G	Seed	0	8	4	1	1	1		24	22		67.3333333333	129	1	519		1.1431718062			9	0.4090909091	57.6666666667	23.5909090909	0.6725353046	0.7114431016			35014.306054439	15.4628420712	16.761293544	0	0.044161498	108.3972368522	0	4.5442579267	1.216504812	1.249474592	0
Sample148	1	OSU	2014	3	2	9	4	2.4	3.4	2014.3.4	OSU.2.4	2014.OSU.2.4	3.2.4.2	2014.3.2.4.2	Seed	1		OSU.14.SDH.9.4.2	148	2	7	D	Seed	0	2	3	1	0	1		24	22		61.6153846154	106	1	652		1.436123348			13	0.5909090909	50.1538461538	29.6363636364	0.6551066917	0.6404727054			37163.5418229627	7.1781866928	5.7620581872	0	0.0193151307	80.2717794033	0	4.570128783	0.9126570205	0.8300789035	0
Sample156	1	OSU	2014	3	2	11	4	2.4	3.4	2014.3.4	OSU.2.4	2014.OSU.2.4	3.2.4.7	2014.3.2.4.7	Seed	1		OSU.14.SDH.11.4.7	156	2	8	D	Seed	0	7	4	0	1	1		24	22		61.0909090909	105	1	541		1.1916299559			11	0.5	49.1818181818	24.5909090909	0.7148220715	0.6733530497			37791.7934609987	6.2651647416	5.2683682656	0	0.0165781091	84.0898600897	0	4.5774089941	0.8612454666	0.7971545033	0
Sample163	1	OSU	2014	3	2	12	4	2.4	3.4	2014.3.4	OSU.2.4	2014.OSU.2.4	3.2.4.3	2014.3.2.4.3	Seed	1		OSU.14.SDH.12.4.3	163	2	9	C	Seed	0	3	3	0	1	1		24	22		93.625	133	1	768		1.6916299559			8	0.3636363636	96	34.9090909091	0.6166091618	0.6414668886			44471.6002291807	8.82308874	2.5600998648	0	0.0198398274	29.0159142704	0	4.6480925226	0.9922480674	0.5514621806	0
Sample176	1	OSU	2014	3	2	14	4	2.4	3.4	2014.3.4	OSU.2.4	2014.OSU.2.4	3.2.4.4	2014.3.2.4.4	Seed	1		OSU.14.SDH.14.4.4	176	2	10	H	Seed	0	4	3	1	1	1		24	22		77.75	133	1	785		1.7290748899			12	0.5454545455	65.4166666667	35.6818181818	0.6159620098	0.6549887068			34650.0951365301	430.2084699192	669.1063198896	0	1.2415794768	155.5307174718	0	4.5397169649	2.6346872828	2.8261437139	0
Sample124	1	OSU	2014	3	1	1	5	1.5	3.5	2014.3.5	OSU.1.5	2014.OSU.1.5	3.1.5.1	2014.3.1.5.1	Seed	1		OSU.14.SDH.1.5.1	124	2	4	D	Seed	0	1	3	0	0	1		24	22		98.4	135.1	1	712.1		1.5685022026			9	0.4090909091	79.1222222222	32.3681818182	0.6936678771	0.6751439549			24829.0711600535	21.0582185976	24.8669240688	0.0707890534	0.0848127522	118.086551118	0.3361587927	4.3949779642	1.3435704363	1.4127447882	0.0297039228
Sample131	1	OSU	2014	3	1	2	5	1.5	3.5	2014.3.5	OSU.1.5	2014.OSU.1.5	3.1.5.2	2014.3.1.5.2	Seed	1		OSU.14.SDH.2.5.2	131	2	5	C	Seed	0	2	3	1	0	1		24	22		76.2	143	1	957		2.1079295154			15	0.6818181818	63.8	43.5	0.6915030271	0.716763555			33854.4689201193	5.7354891936	0	0	0.0169416014	0	0	4.5296288334	0.8283691437	0	0
Sample144	1	OSU	2014	3	1	8	5	1.5	3.5	2014.3.5	OSU.1.5	2014.OSU.1.5	3.1.5.7	2014.3.1.5.7	Seed	1		OSU.14.SDH.8.5.7	144	2	6	H	Seed	0	7	4	0	1	1		24	22		49.1058823529	100.6	1	662.7		1.45969163			17	0.7727272727	38.9823529412	30.1227272727	0.6038668388	0.6637701284			20690.3909808449	15.3722460144	1.2290891088	0	0.0742965468	7.9955076678	0	4.3157896871	1.2141082619	0.3481274299	0
Sample164	1	OSU	2014	3	2	12	5	2.5	3.5	2014.3.5	OSU.2.5	2014.OSU.2.5	3.2.5.4	2014.3.2.5.4	Seed	1		OSU.14.SDH.12.5.4	164	2	9	D	Seed	0	4	3	1	1	1		24	22		74	142	1	966		2.127753304			16	0.7272727273	60.375	43.9090909091	0.6451270235	0.6807817945			46210.9136247634	8.9200418688	7.902177432	0	0.0193028901	88.589017274	0	4.6647539529	0.9965135052	0.9494962461	0
Sample179	1	OSU	2014	3	2	14	5	2.5	3.5	2014.3.5	OSU.2.5	2014.OSU.2.5	3.2.5.5	2014.3.2.5.5	Seed	1		OSU.14.SDH.14.5.5	179	2	11	C	Seed	0	5	4	0	0	1		24	22		85.5	151	1	1269		2.795154185			18	0.8181818182	70.5	57.6818181818	0.811023834	0.752162795			39309.9113219093	342.6546838968	661.021934652	0	0.8716750366	192.9119798202	0	4.5945131119	2.5361222676	2.8208723791	0
Sample185															DNA_control	1		seed.AS.CTL	185	2	12	A	DNA_control	1																																				
Sample186															DNA_control	1		seed.PC.CTL	186	2	12	B	DNA_control	1																																				
Sample187															DNA_control	1		seed.OSU.ctrl	187	2	12	C	DNA_control	1																																				
Sample188															DNA_control	1		seed.OSU.Ctrl 2of4	188	2	12	D	DNA_control	1																																				
Sample189															DNA_control	1		seed.OSU.Ctrl 2of5	189	2	12	E	DNA_control	1																																				
Sample190															DNA_control	1		plate2ctl1	190	2	12	F	DNA_control	1																																				
Sample191															DNA_control	1		plate2ctl2	191	2	12	G	DNA_control	1																																				
Sample192															DNA_control	1		plate2ctl3	192	2	12	H	DNA_control	1																																				
Sample193	2		2013	1										2013	Seed_	1		CRG.13.AS	193	3	1	A	Seed	0		3																																		
Sample194	2		2013	1										2013	Seed_stock	1		CRG.13.AS.A	194	3	1	B	Seed	0		3																																		
Sample195	2		2013	1										2013	Seed_stock	1		CRG.13.AS.B	195	3	1	C	Seed	0		3																																		
Sample196	2		2013	2										2013	Seed_stock	1		CRG.13.PC	196	3	1	D	Seed	0		4																																		
Sample197	2		2013	2										2013	Seed_stock	1		CRG.13.PC.A	197	3	1	E	Seed	0		4																																		
Sample198	2		2013	2										2013	Seed_stock	1		CRG.13.PC.B	198	3	1	F	Seed	0		4																																		
Sample227	2		2012	1										2012	Seed_stock	1		CRG.12.ASss	227	3	5	C	Seed	0		1																																		
Sample228	2		2012	1										2012	Seed_stock	1		CRG.12.ASosu	228	3	5	D	Seed	0		1																																		
Sample229	2		2012	1										2012	Seed_stock	1		CRG.12.ASmkt	229	3	5	E	Seed	0		1																																		
Sample231	2		2012	0										2012	Seed_stock	1		CRG.12.CD	231	3	5	G	Seed	0		2																																		
Sample232	2		2011	0										2011	Seed_stock	1		CRG.11.CD	232	3	5	H	Seed	0		2																																		
Sample235															DNA_control	1		ctl.pooledCRN1	235	3	6	C	Seed	0																																				
Sample236															DNA_control	1		ctl.3ext	236	3	6	D	Seed	0																																				
Sample268	2		2013	3										2013	Seed_stock	1		CRG.13.OSU.top5	268	3	10	D	Seed	0		4																																		
Sample269															DNA_control	1		plate3ctl1	269	3	10	E	DNA_control	1																																				
Sample270															DNA_control	1		plate3ctl2	270	3	10	F	DNA_control	1																																				
Sample271															DNA_control	1		plate3ctl3	271	3	10	G	DNA_control	1																																				
Sample272															DNA_control	1		plate3ctl4	272	3	10	H	DNA_control	1																																				
Sample273	2		2012	1										2012	Seed_stock	1		CRG.12.AS.OSU.A	273	3	11	A	Seed	0		1																																		
Sample274	2		2012	1										2012	Seed_stock	1		CRG.12.AS.OSU.B	274	3	11	B	Seed	0		1																																		
Sample275	2		2012	0										2012	Seed_stock	1		CRG.12.CD.A	275	3	11	C	Seed	0		2																																		
Sample276	2		2012	0										2012	Seed_stock	1		CRG.12.CD.B	276	3	11	D	Seed	0		2																																		
Sample277	4		2013											2013	Silk	1		Silk.13.OSU.1	277	3	11	E	Silk	0	1																																			
Sample278	4		2013											2013	Silk	1		Silk.13.OSU.2	278	3	11	F	Silk	0	2																																			
Sample279	4		2013											2013	Silk	1		Silk.13.OSU.3	279	3	11	G	Silk	0	3																																			
Sample280	4		2013											2013	Silk	1		Silk.13.OSU.4	280	3	11	H	Silk	0	4																																			
Sample281	3		2014											2014	Soil	1		Soil.14.AS.1	281	3	12	A	Soil	0																																				
Sample282	3		2014											2014	Soil	1		Soil.14.AS.2	282	3	12	B	Soil	0																																				
Sample283	3		2014											2014	Soil	1		Soil.14.PC.1	283	3	12	C	Soil	0																																				
Sample284	3		2014											2014	Soil	1		Soil.14.PC.2	284	3	12	D	Soil	0																																				
Sample285	3		2013											2013	Soil	1		Soil.13.OSU.1	285	3	12	E	Soil	0																																				
Sample286	3		2013											2013	Soil	1		Soil.13.OSU.2	286	3	12	F	Soil	0																																				
Sample287	3		2014											2014	Soil	1		Soil.14.OSU.1	287	3	12	G	Soil	0																																				
Sample288	3		2014											2014	Soil	1		Soil.14.OSU.2	288	3	12	H	Soil	0																																				
